,date,high,low,open,close,volume,adj close
0,2020-09-17,4.440884113311768,0.41899800300598145,1.0994110107421875,3.470818042755127,1762718357,3.470818042755127
1,2020-09-18,8.438536643981934,3.2617568969726562,3.4881529808044434,6.897256851196289,6061110198,6.897256851196289
2,2020-09-19,7.443274974822998,5.3217949867248535,6.945577144622803,5.724463939666748,2447471305,5.724463939666748
3,2020-09-20,6.050325870513916,4.720210075378418,5.72051477432251,5.244194984436035,1554143599,5.244194984436035
4,2020-09-21,5.62215518951416,4.160743236541748,5.244194984436035,4.266078948974609,1329464490,4.266078948974609
5,2020-09-22,4.554091930389404,3.755039930343628,4.2750139236450195,3.9051380157470703,816282684,3.9051380157470703
6,2020-09-23,4.707647800445557,3.916562080383301,3.9179439544677734,4.653264999389648,964205457,4.653264999389648
7,2020-09-24,5.249794960021973,4.448575019836426,4.448575973510742,5.137266159057617,1168427377,5.137266159057617
8,2020-09-25,5.528678894042969,4.848576068878174,5.1604461669921875,5.012951850891113,882242519,5.012951850891113
9,2020-09-26,5.225045204162598,4.737246036529541,5.011349201202393,4.805881023406982,463707078,4.805881023406982
10,2020-09-27,5.442522048950195,4.72870397567749,4.802268981933594,4.7808990478515625,444099192,4.7808990478515625
11,2020-09-28,4.937264919281006,4.164315223693848,4.781429767608643,4.187979221343994,435788116,4.187979221343994
12,2020-09-29,4.417395114898682,4.118353843688965,4.187973976135254,4.417379856109619,356399047,4.417379856109619
13,2020-09-30,4.448671817779541,3.9218928813934326,4.448182106018066,4.013014793395996,375777187,4.013014793395996
14,2020-10-01,4.506503105163574,3.974045991897583,4.014051914215088,4.259864807128906,701098958,4.259864807128906
15,2020-10-02,4.2922210693359375,3.6655540466308594,4.2617998123168945,3.785897970199585,646428104,3.785897970199585
16,2020-10-03,4.124611854553223,3.7492868900299072,3.7836039066314697,3.791614055633545,359042995,3.791614055633545
17,2020-10-04,3.8160879611968994,3.616776943206787,3.797646999359131,3.6689250469207764,413697306,3.6689250469207764
18,2020-10-05,3.716207981109619,3.3412559032440186,3.6689250469207764,3.4192049503326416,497456257,3.4192049503326416
19,2020-10-06,3.416883945465088,2.7210121154785156,3.416883945465088,2.8342409133911133,681166626,2.8342409133911133
20,2020-10-07,2.9886670112609863,2.4628679752349854,2.8423221111297607,2.8000640869140625,664950267,2.8000640869140625
21,2020-10-08,3.417099952697754,2.5826079845428467,2.79732608795166,3.27030611038208,717724262,3.27030611038208
22,2020-10-09,3.5552730560302734,2.9953999519348145,3.2856600284576416,3.09736704826355,672751181,3.09736704826355
23,2020-10-10,3.632204055786133,3.0549280643463135,3.0818119049072266,3.3315269947052,562610977,3.3315269947052
24,2020-10-11,3.4421749114990234,3.2507429122924805,3.3312389850616455,3.387239933013916,411091368,3.387239933013916
25,2020-10-12,3.4290430545806885,3.203084945678711,3.379020929336548,3.260261058807373,558369285,3.260261058807373
26,2020-10-13,3.622659921646118,3.235384941101074,3.2616729736328125,3.4972660541534424,383311535,3.4972660541534424
