,date,high,low,open,close,volume,adj close
0,2020-07-13,4.915114879608154,4.481499195098877,4.6139678955078125,4.896294116973877,28340.0,4.896294116973877
1,2020-07-14,5.229564189910889,4.762067794799805,4.909864902496338,4.986753940582275,3957.0,4.986753940582275
2,2020-09-22,11.4634428024292,4.125380039215088,4.986753940582275,5.2346320152282715,288098840.0,5.2346320152282715
3,2020-09-23,5.329309940338135,3.9826040267944336,5.321653842926025,4.11846923828125,173091214.0,4.11846923828125
4,2020-09-24,4.751877784729004,3.539886951446533,3.817924976348877,4.566561222076416,96110964.0,4.566561222076416
5,2020-09-25,4.958673000335693,4.240797996520996,4.614027976989746,4.712278842926025,55854397.0,4.712278842926025
6,2020-09-26,4.817751884460449,4.376773834228516,4.713736057281494,4.539248943328857,27304546.0,4.539248943328857
7,2020-09-27,4.69547176361084,4.138011932373047,4.5352888107299805,4.62553596496582,23243192.0,4.62553596496582
8,2020-09-28,4.642366886138916,4.204802989959717,4.636009216308594,4.204802989959717,20624310.0,4.204802989959717
9,2020-09-29,4.280641078948975,3.9706621170043945,4.205905914306641,4.142951011657715,16706917.0,4.142951011657715
10,2020-09-30,4.39227819442749,4.015056133270264,4.1432929039001465,4.322546005249023,16932876.0,4.322546005249023
11,2020-10-01,4.493291854858398,4.0592942237854,4.324278831481934,4.151090145111084,23903201.0,4.151090145111084
12,2020-10-02,4.206491947174072,3.693851947784424,4.149603843688965,3.9271559715270996,30467406.0,3.9271559715270996
13,2020-10-03,4.166155815124512,3.8802390098571777,3.925748109817505,4.021659851074219,11967394.0,4.021659851074219
14,2020-10-04,4.06501579284668,3.8558170795440674,4.022983074188232,3.9611101150512695,12949575.0,3.9611101150512695
15,2020-10-05,4.036362171173096,3.886122941970825,3.9605860710144043,3.978019952774048,8980051.0,3.978019952774048
16,2020-10-06,3.982503890991211,3.519102096557617,3.982503890991211,3.5376579761505127,15048998.0,3.5376579761505127
17,2020-10-07,3.5429799556732178,3.2302660942077637,3.538809061050415,3.4468181133270264,15674566.0,3.4468181133270264
18,2020-10-08,3.9255640506744385,3.3424251079559326,3.4481561183929443,3.9042789936065674,15215458.0,3.9042789936065674
19,2020-10-09,4.2791571617126465,3.818816900253296,3.911573886871338,4.235304832458496,13043373.0,4.235304832458496
20,2020-10-10,4.250988960266113,4.016294002532959,4.241962909698486,4.026704788208008,14539711.0,4.026704788208008
21,2020-10-11,4.158483028411865,3.970839023590088,4.022435188293457,4.095879077911377,11454885.0,4.095879077911377
22,2020-10-12,4.686799049377441,4.051722049713135,4.092503070831299,4.415740013122559,14445437.0,4.415740013122559
23,2020-10-13,4.541391849517822,4.334646224975586,4.413149833679199,4.488053798675537,14050398.0,4.488053798675537
24,2020-10-14,4.485447883605957,4.022535800933838,4.483893871307373,4.150055885314941,10004481.0,4.150055885314941
25,2020-10-15,4.213541030883789,4.016290187835693,4.152927875518799,4.127353191375732,6998970.0,4.127353191375732
26,2020-10-16,4.155393123626709,3.8870110511779785,4.127865791320801,4.040480136871338,9790610.0,4.040480136871338
27,2020-10-17,4.196009159088135,3.976694107055664,4.038540840148926,4.196009159088135,6113717.0,4.196009159088135
28,2020-10-18,4.24636697769165,4.083951950073242,4.192323207855225,4.116062164306641,3717531.0,4.116062164306641
29,2020-10-19,4.1609392166137695,3.9978671073913574,4.117764949798584,4.050311088562012,5848392.0,4.050311088562012
30,2020-10-20,4.081610202789307,3.714379072189331,4.05350399017334,3.80220103263855,19646467.0,3.80220103263855
31,2020-10-21,4.108504772186279,3.7943339347839355,3.80043888092041,3.965959072113037,23475819.0,3.965959072113037
32,2020-10-22,4.498044013977051,3.9621529579162598,3.9717249870300293,4.3144211769104,24178361.0,4.3144211769104
33,2020-10-23,4.486894130706787,4.149672031402588,4.330928802490234,4.262105941772461,19482074.0,4.262105941772461
34,2020-10-24,4.352660179138184,4.161980152130127,4.262105941772461,4.189700126647949,16681037.0,4.189700126647949
35,2020-10-25,4.25797176361084,4.1053948402404785,4.189700126647949,4.153210163116455,15517939.0,4.153210163116455
36,2020-10-26,4.479071140289307,4.049677848815918,4.153210163116455,4.160973072052002,9243755.0,4.160973072052002
37,2020-10-27,4.3497090339660645,4.043659210205078,4.160973072052002,4.1222429275512695,17600881.0,4.1222429275512695
